# step cpu_mb gpu_mb
1241 1314.61 0.00
1242 1314.61 0.00
1243 1314.61 0.00
1244 1314.61 0.00
1245 1314.61 0.00
1246 1314.61 0.00
1247 1314.61 0.00
1248 1314.61 0.00
1249 1314.61 0.00
1250 1314.61 0.00
1251 1314.61 0.00
1252 1314.61 0.00
1253 1314.61 0.00
1254 1314.61 0.00
1255 1314.61 0.00
1256 1314.61 0.00
1257 1314.61 0.00
1258 1314.61 0.00
1259 1314.61 0.00
1260 1314.61 0.00
1261 1314.61 0.00
1262 1314.61 0.00
1263 1314.61 0.00
1264 1314.61 0.00
1265 1314.61 0.00
1266 1314.61 0.00
1267 1314.61 0.00
1268 1314.61 0.00
1269 1314.61 0.00
1270 1314.61 0.00
1271 1314.61 0.00
1272 1314.61 0.00
1273 1314.61 0.00
1274 1314.61 0.00
1275 1314.61 0.00
1276 1314.61 0.00
1277 1314.61 0.00
1278 1314.61 0.00
1279 1314.61 0.00
1280 1314.61 0.00
1281 1314.61 0.00
1282 1314.61 0.00
1283 1314.61 0.00
1284 1314.61 0.00
1285 1314.61 0.00
1286 1314.61 0.00
1287 1314.61 0.00
1288 1314.61 0.00
1289 1314.61 0.00
1290 1314.61 0.00
1291 1314.61 0.00
1292 1314.61 0.00
1293 1314.61 0.00
1294 1314.61 0.00
1295 1314.61 0.00
1296 1314.61 0.00
1297 1314.61 0.00
1298 1314.61 0.00
1299 1314.61 0.00
1300 1314.61 0.00
1301 1314.61 0.00
1302 1314.61 0.00
1303 1314.61 0.00
1304 1314.61 0.00
1305 1314.61 0.00
1306 1314.61 0.00
1307 1314.61 0.00
1308 1314.61 0.00
1309 1314.61 0.00
1310 1314.61 0.00
1311 1314.61 0.00
1312 1314.61 0.00
1313 1314.61 0.00
1314 1314.61 0.00
1315 1314.61 0.00
1316 1314.61 0.00
1317 1314.61 0.00
1318 1314.61 0.00
1319 1314.61 0.00
1320 1314.61 0.00
1321 1314.61 0.00
1322 1314.61 0.00
1323 1314.61 0.00
1324 1314.61 0.00
1325 1314.61 0.00
1326 1314.61 0.00
1327 1314.61 0.00
1328 1314.61 0.00
1329 1314.61 0.00
1330 1314.61 0.00
1331 1314.61 0.00
1332 1314.61 0.00
1333 1314.61 0.00
1334 1314.61 0.00
1335 1314.61 0.00
1336 1314.61 0.00
1337 1314.61 0.00
1338 1314.61 0.00
1339 1314.61 0.00
1340 1314.61 0.00
1341 1314.61 0.00
1342 1314.61 0.00
1343 1314.61 0.00
1344 1314.61 0.00
1345 1314.61 0.00
1346 1314.61 0.00
1347 1314.61 0.00
1348 1314.61 0.00
1349 1314.61 0.00
1350 1314.61 0.00
1351 1314.61 0.00
1352 1314.61 0.00
1353 1314.61 0.00
1354 1314.61 0.00
1355 1314.61 0.00
1356 1314.61 0.00
1357 1314.61 0.00
1358 1314.61 0.00
1359 1314.61 0.00
1360 1314.61 0.00
1361 1314.61 0.00
1362 1314.61 0.00
1363 1314.61 0.00
1364 1314.61 0.00
1365 1314.61 0.00
1366 1314.61 0.00
1367 1314.61 0.00
1368 1314.61 0.00
1369 1314.61 0.00
1370 1314.61 0.00
1371 1314.61 0.00
1372 1314.61 0.00
1373 1314.61 0.00
1374 1314.61 0.00
1375 1314.61 0.00
1376 1314.61 0.00
1377 1314.61 0.00
1378 1314.61 0.00
1379 1314.61 0.00
1380 1314.61 0.00
1381 1314.61 0.00
1382 1314.61 0.00
1383 1314.61 0.00
1384 1314.61 0.00
1385 1314.61 0.00
1386 1314.61 0.00
1387 1314.61 0.00
1388 1314.61 0.00
1389 1314.61 0.00
1390 1314.61 0.00
1391 1314.61 0.00
1392 1314.61 0.00
1393 1314.61 0.00
1394 1314.61 0.00
1395 1314.61 0.00
1396 1314.61 0.00
1397 1314.61 0.00
1398 1314.61 0.00
1399 1314.61 0.00
1400 1314.61 0.00
1401 1314.61 0.00
1402 1314.61 0.00
1403 1314.61 0.00
1404 1314.61 0.00
1405 1314.61 0.00
1406 1314.61 0.00
1407 1314.61 0.00
1408 1314.61 0.00
1409 1314.61 0.00
1410 1314.61 0.00
1411 1314.61 0.00
1412 1314.61 0.00
1413 1314.61 0.00
1414 1314.61 0.00
1415 1314.61 0.00
1416 1314.61 0.00
1417 1314.61 0.00
1418 1314.61 0.00
1419 1314.61 0.00
1420 1314.61 0.00
1421 1314.61 0.00
1422 1314.61 0.00
1423 1314.61 0.00
1424 1314.61 0.00
1425 1314.61 0.00
1426 1314.61 0.00
1427 1314.61 0.00
1428 1314.61 0.00
1429 1314.61 0.00
1430 1314.61 0.00
1431 1314.61 0.00
1432 1314.61 0.00
1433 1314.61 0.00
1434 1314.61 0.00
1435 1314.61 0.00
1436 1314.61 0.00
1437 1314.61 0.00
1438 1314.61 0.00
1439 1314.61 0.00
1440 1314.61 0.00
1441 1314.61 0.00
1442 1314.61 0.00
1443 1314.61 0.00
1444 1314.61 0.00
1445 1314.61 0.00
1446 1314.61 0.00
1447 1314.61 0.00
1448 1314.61 0.00
1449 1314.61 0.00
1450 1314.61 0.00
1451 1314.61 0.00
1452 1314.61 0.00
1453 1314.61 0.00
1454 1314.61 0.00
1455 1314.61 0.00
1456 1314.61 0.00
1457 1314.61 0.00
1458 1314.61 0.00
1459 1314.61 0.00
1460 1314.61 0.00
1461 1314.61 0.00
1462 1314.61 0.00
1463 1314.61 0.00
1464 1314.61 0.00
1465 1314.61 0.00
1466 1314.61 0.00
1467 1314.61 0.00
1468 1314.61 0.00
1469 1314.61 0.00
1470 1314.61 0.00
1471 1314.61 0.00
1472 1314.61 0.00
1473 1314.61 0.00
1474 1314.61 0.00
1475 1314.61 0.00
1476 1314.61 0.00
1477 1314.61 0.00
1478 1314.61 0.00
1479 1314.61 0.00
1480 1314.61 0.00
1481 1314.61 0.00
1482 1314.61 0.00
1483 1314.61 0.00
1484 1314.61 0.00
1485 1314.61 0.00
1486 1314.61 0.00
1487 1314.61 0.00
1488 1314.61 0.00
1489 1314.61 0.00
1490 1314.61 0.00
1491 1314.61 0.00
1492 1314.61 0.00
1493 1314.61 0.00
1494 1314.61 0.00
1495 1314.61 0.00
1496 1314.61 0.00
1497 1314.61 0.00
1498 1314.61 0.00
1499 1314.61 0.00
1500 1314.61 0.00
1501 1314.61 0.00
1502 1314.61 0.00
1503 1314.61 0.00
1504 1314.61 0.00
1505 1314.61 0.00
1506 1314.61 0.00
1507 1314.61 0.00
1508 1314.61 0.00
1509 1314.61 0.00
1510 1314.61 0.00
1511 1314.61 0.00
1512 1314.61 0.00
1513 1314.61 0.00
1514 1314.61 0.00
1515 1314.61 0.00
1516 1314.61 0.00
1517 1314.61 0.00
1518 1314.61 0.00
1519 1314.61 0.00
1520 1314.61 0.00
1521 1314.61 0.00
1522 1314.61 0.00
1523 1314.61 0.00
1524 1314.61 0.00
1525 1314.61 0.00
1526 1314.61 0.00
1527 1314.61 0.00
1528 1314.61 0.00
1529 1314.61 0.00
1530 1314.61 0.00
1531 1314.61 0.00
1532 1314.61 0.00
1533 1314.61 0.00
1534 1314.61 0.00
1535 1314.61 0.00
1536 1314.61 0.00
1537 1314.61 0.00
1538 1314.61 0.00
1539 1314.61 0.00
1540 1314.61 0.00
1541 1314.61 0.00
1542 1314.61 0.00
1543 1314.61 0.00
1544 1314.61 0.00
1545 1314.61 0.00
1546 1314.61 0.00
1547 1314.61 0.00
1548 1314.61 0.00
1549 1314.61 0.00
1550 1314.61 0.00
1551 1314.61 0.00
1552 1314.61 0.00
1553 1314.61 0.00
1554 1314.61 0.00
1555 1314.61 0.00
1556 1314.61 0.00
1557 1314.61 0.00
1558 1314.61 0.00
1559 1314.61 0.00
1560 1314.61 0.00
1561 1314.61 0.00
1562 1314.61 0.00
1563 1314.61 0.00
1564 1314.61 0.00
1565 1314.61 0.00
1566 1314.61 0.00
1567 1314.61 0.00
1568 1314.61 0.00
1569 1314.61 0.00
1570 1314.61 0.00
1571 1314.61 0.00
1572 1314.61 0.00
1573 1314.61 0.00
1574 1314.61 0.00
1575 1314.61 0.00
1576 1314.61 0.00
1577 1314.61 0.00
1578 1314.61 0.00
1579 1314.61 0.00
1580 1314.61 0.00
1581 1314.61 0.00
1582 1314.61 0.00
1583 1314.61 0.00
1584 1314.61 0.00
1585 1314.61 0.00
1586 1314.61 0.00
1587 1314.61 0.00
1588 1314.61 0.00
1589 1314.61 0.00
1590 1314.61 0.00
1591 1314.61 0.00
1592 1314.61 0.00
1593 1314.61 0.00
1594 1314.61 0.00
1595 1314.61 0.00
1596 1314.61 0.00
1597 1314.61 0.00
1598 1314.61 0.00
1599 1314.61 0.00
1600 1314.61 0.00
1601 1314.61 0.00
1602 1314.61 0.00
1603 1314.61 0.00
1604 1314.61 0.00
1605 1314.61 0.00
1606 1314.61 0.00
1607 1314.61 0.00
1608 1314.61 0.00
1609 1314.61 0.00
1610 1314.61 0.00
1611 1314.61 0.00
1612 1314.61 0.00
1613 1314.61 0.00
1614 1314.61 0.00
1615 1314.61 0.00
1616 1314.61 0.00
1617 1314.61 0.00
1618 1314.61 0.00
1619 1314.61 0.00
1620 1314.61 0.00
1621 1314.61 0.00
1622 1314.61 0.00
1623 1314.61 0.00
1624 1314.61 0.00
1625 1314.61 0.00
1626 1314.61 0.00
1627 1314.61 0.00
1628 1314.61 0.00
1629 1314.61 0.00
1630 1314.61 0.00
1631 1314.61 0.00
1632 1314.61 0.00
1633 1314.61 0.00
1634 1314.61 0.00
1635 1314.61 0.00
1636 1314.61 0.00
1637 1314.61 0.00
1638 1314.61 0.00
1639 1314.61 0.00
1640 1314.61 0.00
1641 1314.61 0.00
1642 1314.61 0.00
1643 1314.61 0.00
1644 1314.61 0.00
1645 1314.61 0.00
1646 1314.61 0.00
1647 1314.61 0.00
1648 1314.61 0.00
1649 1314.61 0.00
1650 1314.61 0.00
1651 1314.61 0.00
1652 1314.61 0.00
1653 1314.61 0.00
1654 1314.61 0.00
1655 1314.61 0.00
1656 1314.61 0.00
1657 1314.61 0.00
1658 1314.61 0.00
1659 1314.61 0.00
1660 1314.61 0.00
1661 1314.61 0.00
1662 1314.61 0.00
1663 1314.61 0.00
1664 1314.61 0.00
1665 1314.61 0.00
1666 1314.61 0.00
1667 1314.61 0.00
1668 1314.61 0.00
1669 1314.61 0.00
1670 1314.61 0.00
1671 1314.61 0.00
1672 1314.61 0.00
1673 1314.61 0.00
1674 1314.61 0.00
1675 1314.61 0.00
1676 1314.61 0.00
1677 1314.61 0.00
1678 1314.61 0.00
1679 1314.61 0.00
1680 1314.61 0.00
1681 1314.61 0.00
1682 1314.61 0.00
1683 1314.61 0.00
1684 1314.61 0.00
1685 1314.61 0.00
1686 1314.61 0.00
1687 1314.61 0.00
1688 1314.61 0.00
1689 1314.61 0.00
1690 1314.61 0.00
1691 1314.61 0.00
1692 1314.61 0.00
1693 1314.61 0.00
1694 1314.61 0.00
1695 1314.61 0.00
1696 1314.61 0.00
1697 1314.61 0.00
1698 1314.61 0.00
1699 1314.61 0.00
1700 1314.61 0.00
1701 1314.61 0.00
1702 1314.61 0.00
1703 1314.61 0.00
1704 1314.61 0.00
1705 1314.61 0.00
1706 1314.61 0.00
1707 1314.61 0.00
1708 1314.61 0.00
1709 1314.61 0.00
1710 1314.61 0.00
1711 1314.61 0.00
1712 1314.61 0.00
1713 1314.61 0.00
1714 1314.61 0.00
1715 1314.61 0.00
1716 1314.61 0.00
1717 1314.61 0.00
1718 1314.61 0.00
1719 1314.61 0.00
1720 1314.61 0.00
1721 1314.61 0.00
1722 1314.61 0.00
1723 1314.61 0.00
1724 1314.61 0.00
1725 1314.61 0.00
1726 1314.61 0.00
1727 1314.61 0.00
1728 1314.61 0.00
1729 1314.61 0.00
1730 1314.61 0.00
1731 1314.61 0.00
1732 1314.61 0.00
1733 1314.61 0.00
1734 1314.61 0.00
1735 1314.61 0.00
1736 1314.61 0.00
1737 1314.61 0.00
1738 1314.61 0.00
1739 1314.61 0.00
1740 1314.61 0.00
1741 1314.61 0.00
1742 1314.61 0.00
1743 1314.61 0.00
1744 1314.61 0.00
1745 1314.61 0.00
1746 1314.61 0.00
1747 1314.61 0.00
1748 1314.61 0.00
1749 1314.61 0.00
1750 1314.61 0.00
1751 1314.61 0.00
1752 1314.61 0.00
1753 1314.61 0.00
1754 1314.61 0.00
1755 1314.61 0.00
1756 1314.61 0.00
1757 1314.61 0.00
1758 1314.61 0.00
1759 1314.61 0.00
1760 1314.61 0.00
1761 1314.61 0.00
1762 1314.61 0.00
1763 1314.61 0.00
1764 1314.61 0.00
1765 1314.61 0.00
1766 1314.61 0.00
1767 1314.61 0.00
1768 1314.61 0.00
1769 1314.61 0.00
1770 1314.61 0.00
1771 1314.61 0.00
1772 1314.61 0.00
1773 1314.61 0.00
1774 1314.61 0.00
1775 1314.61 0.00
1776 1314.61 0.00
1777 1314.61 0.00
1778 1314.61 0.00
1779 1314.61 0.00
1780 1314.61 0.00
1781 1314.61 0.00
1782 1314.61 0.00
1783 1314.61 0.00
1784 1314.61 0.00
1785 1314.61 0.00
1786 1314.61 0.00
1787 1314.61 0.00
1788 1314.61 0.00
1789 1314.61 0.00
1790 1314.61 0.00
1791 1314.61 0.00
1792 1314.61 0.00
1793 1314.61 0.00
1794 1314.61 0.00
1795 1314.61 0.00
1796 1314.61 0.00
1797 1314.61 0.00
1798 1314.61 0.00
1799 1314.61 0.00
1800 1314.61 0.00
1801 1314.61 0.00
1802 1314.61 0.00
1803 1314.61 0.00
1804 1314.61 0.00
1805 1314.61 0.00
1806 1314.61 0.00
1807 1314.61 0.00
1808 1314.61 0.00
1809 1314.61 0.00
1810 1314.61 0.00
1811 1314.61 0.00
1812 1314.61 0.00
1813 1314.61 0.00
1814 1314.61 0.00
1815 1314.61 0.00
1816 1314.61 0.00
1817 1314.61 0.00
1818 1314.61 0.00
1819 1314.61 0.00
1820 1314.61 0.00
1821 1314.61 0.00
1822 1314.61 0.00
1823 1314.61 0.00
1824 1314.61 0.00
1825 1314.61 0.00
1826 1314.61 0.00
1827 1314.61 0.00
1828 1314.61 0.00
1829 1314.61 0.00
1830 1314.61 0.00
1831 1314.61 0.00
1832 1314.61 0.00
1833 1314.61 0.00
1834 1314.61 0.00
1835 1314.61 0.00
1836 1314.61 0.00
1837 1314.61 0.00
1838 1314.61 0.00
1839 1314.61 0.00
1840 1314.61 0.00
1841 1314.61 0.00
1842 1314.61 0.00
1843 1314.61 0.00
1844 1314.61 0.00
1845 1314.61 0.00
1846 1314.61 0.00
1847 1314.61 0.00
1848 1314.61 0.00
1849 1314.61 0.00
1850 1314.61 0.00
1851 1314.61 0.00
1852 1314.61 0.00
1853 1314.61 0.00
1854 1314.61 0.00
1855 1314.61 0.00
1856 1314.61 0.00
1857 1314.61 0.00
1858 1314.61 0.00
1859 1314.61 0.00
1860 1314.61 0.00
1861 1314.61 0.00
1862 1314.61 0.00
1863 1314.61 0.00
1864 1314.61 0.00
1865 1314.61 0.00
1866 1314.61 0.00
1867 1314.61 0.00
1868 1314.61 0.00
1869 1314.61 0.00
1870 1314.61 0.00
1871 1314.61 0.00
1872 1314.61 0.00
1873 1314.61 0.00
1874 1314.61 0.00
1875 1314.61 0.00
1876 1314.61 0.00
1877 1314.61 0.00
1878 1314.61 0.00
1879 1314.61 0.00
1880 1314.61 0.00
1881 1314.61 0.00
1882 1314.61 0.00
1883 1314.61 0.00
1884 1314.61 0.00
1885 1314.61 0.00
1886 1314.61 0.00
1887 1314.61 0.00
1888 1314.61 0.00
1889 1314.61 0.00
1890 1314.61 0.00
1891 1314.61 0.00
1892 1314.61 0.00
1893 1314.61 0.00
1894 1314.61 0.00
1895 1314.61 0.00
1896 1314.61 0.00
1897 1314.61 0.00
1898 1314.61 0.00
1899 1314.61 0.00
1900 1314.61 0.00
1901 1314.61 0.00
1902 1314.61 0.00
1903 1314.61 0.00
1904 1314.61 0.00
1905 1314.61 0.00
1906 1314.61 0.00
1907 1314.61 0.00
1908 1314.61 0.00
1909 1314.61 0.00
1910 1314.61 0.00
1911 1314.61 0.00
1912 1314.61 0.00
1913 1314.61 0.00
1914 1314.61 0.00
1915 1314.61 0.00
1916 1314.61 0.00
1917 1314.61 0.00
1918 1314.61 0.00
1919 1314.61 0.00
1920 1314.61 0.00
1921 1314.61 0.00
1922 1314.61 0.00
1923 1314.61 0.00
1924 1314.61 0.00
1925 1314.61 0.00
1926 1314.61 0.00
1927 1314.61 0.00
1928 1314.61 0.00
1929 1314.61 0.00
1930 1314.61 0.00
1931 1314.61 0.00
1932 1314.61 0.00
1933 1314.61 0.00
1934 1314.61 0.00
1935 1314.61 0.00
1936 1314.61 0.00
1937 1314.61 0.00
1938 1314.61 0.00
1939 1314.61 0.00
1940 1314.61 0.00
1941 1314.61 0.00
1942 1314.61 0.00
1943 1314.61 0.00
1944 1314.61 0.00
1945 1314.61 0.00
1946 1314.61 0.00
1947 1314.61 0.00
1948 1314.61 0.00
1949 1314.61 0.00
1950 1314.61 0.00
1951 1314.61 0.00
1952 1314.61 0.00
1953 1314.61 0.00
1954 1314.61 0.00
1955 1314.61 0.00
1956 1314.61 0.00
1957 1314.61 0.00
1958 1314.61 0.00
1959 1314.61 0.00
1960 1314.61 0.00
1961 1314.61 0.00
1962 1314.61 0.00
1963 1314.61 0.00
1964 1314.61 0.00
1965 1314.61 0.00
1966 1314.61 0.00
1967 1314.61 0.00
1968 1314.61 0.00
1969 1314.61 0.00
1970 1314.61 0.00
1971 1314.61 0.00
1972 1314.61 0.00
1973 1314.61 0.00
1974 1314.61 0.00
1975 1314.61 0.00
1976 1314.61 0.00
1977 1314.61 0.00
1978 1314.61 0.00
1979 1314.61 0.00
1980 1314.61 0.00
1981 1314.61 0.00
1982 1314.61 0.00
1983 1314.61 0.00
1984 1314.61 0.00
1985 1314.61 0.00
1986 1314.61 0.00
1987 1314.61 0.00
1988 1314.61 0.00
1989 1314.61 0.00
1990 1314.61 0.00
1991 1314.61 0.00
1992 1314.61 0.00
1993 1314.61 0.00
1994 1314.61 0.00
1995 1314.61 0.00
1996 1314.61 0.00
1997 1314.61 0.00
1998 1314.61 0.00
1999 1314.61 0.00
2000 1314.61 0.00
2001 1314.61 0.00
2002 1314.61 0.00
2003 1314.61 0.00
2004 1314.61 0.00
2005 1314.61 0.00
2006 1314.61 0.00
2007 1314.61 0.00
2008 1314.61 0.00
2009 1314.61 0.00
2010 1314.61 0.00
2011 1314.61 0.00
2012 1314.61 0.00
2013 1314.61 0.00
2014 1314.61 0.00
2015 1314.61 0.00
2016 1314.61 0.00
2017 1314.61 0.00
2018 1314.61 0.00
2019 1314.61 0.00
2020 1314.61 0.00
2021 1314.61 0.00
2022 1314.61 0.00
2023 1314.61 0.00
2024 1314.61 0.00
2025 1314.61 0.00
2026 1314.61 0.00
2027 1314.61 0.00
2028 1314.61 0.00
2029 1314.61 0.00
2030 1314.61 0.00
2031 1314.61 0.00
2032 1314.61 0.00
2033 1314.61 0.00
2034 1314.61 0.00
2035 1314.61 0.00
2036 1314.61 0.00
2037 1314.61 0.00
2038 1314.61 0.00
2039 1314.61 0.00
2040 1314.61 0.00
2041 1314.61 0.00
2042 1314.61 0.00
2043 1314.61 0.00
2044 1314.61 0.00
2045 1314.61 0.00
2046 1314.61 0.00
2047 1314.61 0.00
2048 1314.61 0.00
2049 1314.61 0.00
2050 1314.61 0.00
2051 1314.61 0.00
2052 1314.61 0.00
2053 1314.61 0.00
2054 1314.61 0.00
2055 1314.61 0.00
2056 1314.61 0.00
2057 1314.61 0.00
2058 1314.61 0.00
2059 1314.61 0.00
2060 1314.61 0.00
2061 1314.61 0.00
2062 1314.61 0.00
2063 1314.61 0.00
2064 1314.61 0.00
2065 1314.61 0.00
2066 1314.61 0.00
2067 1314.61 0.00
2068 1314.61 0.00
2069 1314.61 0.00
2070 1314.61 0.00
2071 1314.61 0.00
2072 1314.61 0.00
2073 1314.61 0.00
2074 1314.61 0.00
2075 1314.61 0.00
2076 1314.61 0.00
2077 1314.61 0.00
2078 1314.61 0.00
2079 1314.61 0.00
2080 1314.61 0.00
2081 1314.61 0.00
2082 1314.61 0.00
2083 1314.61 0.00
2084 1314.61 0.00
2085 1314.61 0.00
2086 1314.61 0.00
2087 1314.61 0.00
2088 1314.61 0.00
2089 1314.61 0.00
2090 1314.61 0.00
2091 1314.61 0.00
2092 1314.61 0.00
2093 1314.61 0.00
2094 1314.61 0.00
2095 1314.61 0.00
2096 1314.61 0.00
2097 1314.61 0.00
2098 1314.61 0.00
2099 1314.61 0.00
2100 1314.61 0.00
2101 1314.61 0.00
2102 1314.61 0.00
2103 1314.61 0.00
2104 1314.61 0.00
2105 1314.61 0.00
2106 1314.61 0.00
2107 1314.61 0.00
2108 1314.61 0.00
2109 1314.61 0.00
2110 1314.61 0.00
2111 1314.61 0.00
2112 1314.61 0.00
2113 1314.61 0.00
2114 1314.61 0.00
2115 1314.61 0.00
2116 1314.61 0.00
2117 1314.61 0.00
2118 1314.61 0.00
2119 1314.61 0.00
2120 1314.61 0.00
2121 1314.61 0.00
2122 1314.61 0.00
2123 1314.61 0.00
2124 1314.61 0.00
2125 1314.61 0.00
2126 1314.61 0.00
2127 1314.61 0.00
2128 1314.61 0.00
2129 1314.61 0.00
2130 1314.61 0.00
2131 1314.61 0.00
2132 1314.61 0.00
2133 1314.61 0.00
2134 1314.61 0.00
2135 1314.61 0.00
2136 1314.61 0.00
2137 1314.61 0.00
2138 1314.61 0.00
2139 1314.61 0.00
2140 1314.61 0.00
2141 1314.61 0.00
2142 1314.61 0.00
2143 1314.61 0.00
2144 1314.61 0.00
2145 1314.61 0.00
2146 1314.61 0.00
2147 1314.61 0.00
2148 1314.61 0.00
2149 1314.61 0.00
2150 1314.61 0.00
2151 1314.61 0.00
2152 1314.61 0.00
2153 1314.61 0.00
2154 1314.61 0.00
2155 1314.61 0.00
2156 1314.61 0.00
2157 1314.61 0.00
2158 1314.61 0.00
2159 1314.61 0.00
2160 1314.61 0.00
2161 1314.61 0.00
2162 1314.61 0.00
2163 1314.61 0.00
2164 1314.61 0.00
2165 1314.61 0.00
2166 1314.61 0.00
2167 1314.61 0.00
2168 1314.61 0.00
2169 1314.61 0.00
2170 1314.61 0.00
2171 1314.61 0.00
2172 1314.61 0.00
2173 1314.61 0.00
2174 1314.61 0.00
2175 1314.61 0.00
2176 1314.61 0.00
2177 1314.61 0.00
2178 1314.61 0.00
2179 1314.61 0.00
2180 1314.61 0.00
2181 1314.61 0.00
2182 1314.61 0.00
2183 1314.61 0.00
2184 1314.61 0.00
2185 1314.61 0.00
2186 1314.61 0.00
2187 1314.61 0.00
2188 1314.61 0.00
2189 1314.61 0.00
2190 1314.61 0.00
2191 1314.61 0.00
2192 1314.61 0.00
2193 1314.61 0.00
2194 1314.61 0.00
2195 1314.61 0.00
2196 1314.61 0.00
2197 1314.61 0.00
2198 1314.61 0.00
2199 1314.61 0.00
2200 1314.61 0.00
2201 1314.61 0.00
2202 1314.61 0.00
2203 1314.61 0.00
2204 1314.61 0.00
2205 1314.61 0.00
2206 1314.61 0.00
2207 1314.61 0.00
2208 1314.61 0.00
2209 1314.61 0.00
2210 1314.61 0.00
2211 1314.61 0.00
2212 1314.61 0.00
2213 1314.61 0.00
2214 1314.61 0.00
2215 1314.61 0.00
2216 1314.61 0.00
2217 1314.61 0.00
2218 1314.61 0.00
2219 1314.61 0.00
2220 1314.61 0.00
2221 1314.61 0.00
2222 1314.61 0.00
2223 1314.61 0.00
2224 1314.61 0.00
2225 1314.61 0.00
2226 1314.61 0.00
2227 1314.61 0.00
2228 1314.61 0.00
2229 1314.61 0.00
2230 1314.61 0.00
2231 1314.61 0.00
2232 1314.61 0.00
2233 1314.61 0.00
2234 1314.61 0.00
2235 1314.61 0.00
2236 1314.61 0.00
2237 1314.61 0.00
2238 1314.61 0.00
2239 1314.61 0.00
2240 1314.61 0.00
2241 1314.61 0.00
2242 1314.61 0.00
2243 1314.61 0.00
2244 1314.61 0.00
2245 1314.61 0.00
2246 1314.61 0.00
2247 1314.61 0.00
2248 1314.61 0.00
2249 1314.61 0.00
2250 1314.61 0.00
2251 1314.61 0.00
2252 1314.61 0.00
2253 1314.61 0.00
2254 1314.61 0.00
2255 1314.61 0.00
2256 1314.61 0.00
2257 1314.61 0.00
2258 1314.61 0.00
2259 1314.61 0.00
2260 1314.61 0.00
2261 1314.61 0.00
2262 1314.61 0.00
2263 1314.61 0.00
2264 1314.61 0.00
2265 1314.61 0.00
2266 1314.61 0.00
2267 1314.61 0.00
2268 1314.61 0.00
2269 1314.61 0.00
2270 1314.61 0.00
2271 1314.61 0.00
2272 1314.61 0.00
2273 1314.61 0.00
2274 1314.61 0.00
2275 1314.61 0.00
2276 1314.61 0.00
2277 1314.61 0.00
2278 1314.61 0.00
2279 1314.61 0.00
2280 1314.61 0.00
2281 1314.61 0.00
2282 1314.61 0.00
2283 1314.61 0.00
2284 1314.61 0.00
2285 1314.61 0.00
2286 1314.61 0.00
2287 1314.61 0.00
2288 1314.61 0.00
2289 1314.61 0.00
2290 1314.61 0.00
2291 1314.61 0.00
2292 1314.61 0.00
2293 1314.61 0.00
2294 1314.61 0.00
2295 1314.61 0.00
2296 1314.61 0.00
2297 1314.61 0.00
2298 1314.61 0.00
2299 1314.61 0.00
2300 1314.61 0.00
2301 1314.61 0.00
2302 1314.61 0.00
2303 1314.61 0.00
2304 1314.61 0.00
2305 1314.61 0.00
2306 1314.61 0.00
2307 1314.61 0.00
2308 1314.61 0.00
2309 1314.61 0.00
2310 1314.61 0.00
2311 1314.61 0.00
2312 1314.61 0.00
2313 1314.61 0.00
2314 1314.61 0.00
2315 1314.61 0.00
2316 1314.61 0.00
2317 1314.61 0.00
2318 1314.61 0.00
2319 1314.61 0.00
2320 1314.61 0.00
2321 1314.61 0.00
2322 1314.61 0.00
2323 1314.61 0.00
2324 1314.61 0.00
2325 1314.61 0.00
2326 1314.61 0.00
2327 1314.61 0.00
2328 1314.61 0.00
2329 1314.61 0.00
2330 1314.61 0.00
2331 1314.61 0.00
2332 1314.61 0.00
2333 1314.61 0.00
2334 1314.61 0.00
2335 1314.61 0.00
2336 1314.61 0.00
2337 1314.61 0.00
2338 1314.61 0.00
2339 1314.61 0.00
2340 1314.61 0.00
2341 1314.61 0.00
2342 1314.61 0.00
2343 1314.61 0.00
2344 1314.61 0.00
2345 1314.61 0.00
2346 1314.61 0.00
2347 1314.61 0.00
2348 1314.61 0.00
2349 1314.61 0.00
2350 1314.61 0.00
2351 1314.61 0.00
2352 1314.61 0.00
2353 1314.61 0.00
2354 1314.61 0.00
2355 1314.61 0.00
2356 1314.61 0.00
2357 1314.61 0.00
2358 1314.61 0.00
2359 1314.61 0.00
2360 1314.61 0.00
2361 1314.61 0.00
2362 1314.61 0.00
2363 1314.61 0.00
2364 1314.61 0.00
2365 1314.61 0.00
2366 1314.61 0.00
2367 1314.61 0.00
2368 1314.61 0.00
2369 1314.61 0.00
2370 1314.61 0.00
2371 1314.61 0.00
2372 1314.61 0.00
2373 1314.61 0.00
2374 1314.61 0.00
2375 1314.61 0.00
2376 1314.61 0.00
2377 1314.61 0.00
2378 1314.61 0.00
2379 1314.61 0.00
2380 1314.61 0.00
2381 1314.61 0.00
2382 1314.61 0.00
2383 1314.61 0.00
2384 1314.61 0.00
2385 1314.61 0.00
2386 1314.61 0.00
2387 1314.61 0.00
2388 1314.61 0.00
2389 1314.61 0.00
2390 1314.61 0.00
2391 1314.61 0.00
2392 1314.61 0.00
2393 1314.61 0.00
2394 1314.61 0.00
2395 1314.61 0.00
2396 1314.61 0.00
2397 1314.61 0.00
2398 1314.61 0.00
2399 1314.61 0.00
2400 1314.61 0.00
2401 1314.61 0.00
2402 1314.61 0.00
2403 1314.61 0.00
2404 1314.61 0.00
2405 1314.61 0.00
